,datetime,ip,name,latency,status
1708,1582126926.227543,10.6.0.1,valve1sensor,8.733987808227539,1
1709,1582126926.231809,10.6.0.1,reservoirsensor,10.393142700195312,1
1710,1582126926.395525,10.7.0.3,valve3sensor,7.81702995300293,1
1711,1582126926.408319,10.7.0.4,chlorinetanksensor,8.385181427001953,1
1712,1582126926.417839,10.7.0.3,municipaltanksensor,8.462905883789062,1
1713,1582126926.424375,10.6.0.2,valve2sensor,7.678985595703125,1
1714,1582126926.626425,10.6.0.1,pump1sensor,11.657953262329102,1
1715,1582126926.630768,10.7.0.3,pump3sensor,13.40794563293457,1
1716,1582126926.634408,10.7.0.4,chlorinatorsensor,211.64894104003906,1
1717,1582126926.824836,10.6.0.2,pump2sensor,15.810012817382812,1
1718,1582126926.830564,10.7.0.4,chlorinepumpsensor,10.981082916259766,1
1719,1582126927.026332,10.7.0.4,chlorinevalvesensor,8.708000183105469,1
1720,1582126927.237942,10.6.0.1,valve1sensor,9.160041809082031,1
1721,1582126927.242164,10.6.0.1,reservoirsensor,9.134054183959961,1
1722,1582126927.405452,10.7.0.3,valve3sensor,8.315801620483398,1
1723,1582126927.419315,10.7.0.4,chlorinetanksensor,9.495019912719727,1
1724,1582126927.426881,10.7.0.3,municipaltanksensor,7.083892822265625,1
1725,1582126927.432354,10.6.0.2,valve2sensor,6.994962692260742,1
1726,1582126927.637103,10.6.0.1,pump1sensor,9.062051773071289,1
1727,1582126927.640218,10.7.0.3,pump3sensor,8.236885070800781,1
1728,1582126927.644454,10.7.0.4,chlorinatorsensor,9.09280776977539,1
1729,1582126927.834421,10.6.0.2,pump2sensor,8.629083633422852,1
1730,1582126927.842184,10.7.0.4,chlorinepumpsensor,10.447025299072266,1
1731,1582126928.036526,10.7.0.4,chlorinevalvesensor,8.983135223388672,1
1732,1582126928.249191,10.6.0.1,valve1sensor,9.988069534301758,1
1733,1582126928.255191,10.6.0.1,reservoirsensor,11.803150177001953,1
1734,1582126928.419455,10.7.0.3,valve3sensor,12.775897979736328,1
1735,1582126928.429537,10.7.0.4,chlorinetanksensor,8.697032928466797,1
1736,1582126928.438735,10.7.0.3,municipaltanksensor,10.603904724121094,1
1737,1582126928.444257,10.6.0.2,valve2sensor,10.530948638916016,1
1738,1582126928.646889,10.6.0.1,pump1sensor,8.349180221557617,1
1739,1582126928.657059,10.7.0.3,pump3sensor,15.624046325683594,1
1740,1582126928.663209,10.7.0.4,chlorinatorsensor,17.862796783447266,1
1741,1582126928.847626,10.6.0.2,pump2sensor,11.518001556396484,1
1742,1582126928.854051,10.7.0.4,chlorinepumpsensor,10.623931884765625,1
1743,1582126929.048297,10.7.0.4,chlorinevalvesensor,10.931015014648438,1
1744,1582126929.258487,10.6.0.1,valve1sensor,8.941888809204102,1
1745,1582126929.264669,10.6.0.1,reservoirsensor,7.77888298034668,1
1746,1582126929.429927,10.7.0.3,valve3sensor,8.827924728393555,1
1747,1582126929.438831,10.7.0.4,chlorinetanksensor,8.069992065429688,1
1748,1582126929.44824,10.7.0.3,municipaltanksensor,7.917881011962891,1
1749,1582126929.453076,10.6.0.2,valve2sensor,7.725000381469727,1
1750,1582126929.656086,10.6.0.1,pump1sensor,7.562160491943359,1
1751,1582126929.668019,10.7.0.3,pump3sensor,9.723901748657227,1
1752,1582126929.671416,10.7.0.4,chlorinatorsensor,7.031917572021484,1
1753,1582126929.857284,10.6.0.2,pump2sensor,7.934093475341797,1
1754,1582126929.863801,10.7.0.4,chlorinepumpsensor,8.491039276123047,1
1755,1582126930.058268,10.7.0.4,chlorinevalvesensor,8.516073226928711,1
1756,1582126930.268739,10.6.0.1,valve1sensor,8.628129959106445,1
1757,1582126930.27546,10.6.0.1,reservoirsensor,9.852886199951172,1
1758,1582126930.439429,10.7.0.3,valve3sensor,8.249998092651367,1
1759,1582126930.448348,10.7.0.4,chlorinetanksensor,8.319854736328125,1
1760,1582126930.457683,10.7.0.3,municipaltanksensor,8.311986923217773,1
1761,1582126930.4612,10.6.0.2,valve2sensor,7.860898971557617,1
1762,1582126930.666402,10.6.0.1,pump1sensor,8.69894027709961,1
1763,1582126930.679,10.7.0.3,pump3sensor,9.716033935546875,1
1764,1582126930.682782,10.7.0.4,chlorinatorsensor,10.202169418334961,1
1765,1582126930.868739,10.6.0.2,pump2sensor,9.834051132202148,1
1766,1582126930.877608,10.7.0.4,chlorinepumpsensor,12.547016143798828,1
1767,1582126931.069132,10.7.0.4,chlorinevalvesensor,9.245872497558594,1
1768,1582126931.279566,10.6.0.1,valve1sensor,9.19198989868164,1
1769,1582126931.287022,10.6.0.1,reservoirsensor,9.966135025024414,1
1770,1582126931.451796,10.7.0.3,valve3sensor,10.76197624206543,1
1771,1582126931.458474,10.7.0.4,chlorinetanksensor,8.912086486816406,1
1772,1582126931.465684,10.7.0.3,municipaltanksensor,6.841182708740234,1
1773,1582126931.469301,10.6.0.2,valve2sensor,6.89697265625,1
1774,1582126931.676691,10.6.0.1,pump1sensor,8.656978607177734,1
1775,1582126931.691972,10.7.0.3,pump3sensor,11.393070220947266,1
1776,1582126931.695322,10.7.0.4,chlorinatorsensor,10.979890823364258,1
1777,1582126931.87848,10.6.0.2,pump2sensor,8.459091186523438,1
1778,1582126931.887188,10.7.0.4,chlorinepumpsensor,7.989168167114258,1
1779,1582126932.078129,10.7.0.4,chlorinevalvesensor,8.360862731933594,1
1780,1582126932.289669,10.6.0.1,valve1sensor,8.43191146850586,1
1781,1582126932.298309,10.6.0.1,reservoirsensor,10.062932968139648,1
1782,1582126932.461319,10.7.0.3,valve3sensor,7.879018783569336,1
1783,1582126932.469356,10.7.0.4,chlorinetanksensor,9.695053100585938,1
1784,1582126932.474264,10.7.0.3,municipaltanksensor,7.323026657104492,1
1785,1582126932.479365,10.6.0.2,valve2sensor,8.210897445678711,1
1786,1582126932.68664,10.6.0.1,pump1sensor,8.33582878112793,1
1787,1582126932.702707,10.7.0.3,pump3sensor,9.146928787231445,1
1788,1582126932.707347,10.7.0.4,chlorinatorsensor,10.461091995239258,1
1789,1582126932.89038,10.6.0.2,pump2sensor,10.989904403686523,1
1790,1582126932.898526,10.7.0.4,chlorinepumpsensor,9.751081466674805,1
1791,1582126933.08857,10.7.0.4,chlorinevalvesensor,8.810043334960938,1
1792,1582126933.299811,10.6.0.1,valve1sensor,8.532047271728516,1
1793,1582126933.308571,10.6.0.1,reservoirsensor,9.582996368408203,1
1794,1582126933.470598,10.7.0.3,valve3sensor,8.021116256713867,1
1795,1582126933.481317,10.7.0.4,chlorinetanksensor,10.52403450012207,1
1796,1582126933.483536,10.7.0.3,municipaltanksensor,7.960796356201172,1
1797,1582126933.489425,10.6.0.2,valve2sensor,7.691860198974609,1
1798,1582126933.699468,10.6.0.1,pump1sensor,11.219024658203125,1
1799,1582126933.713375,10.7.0.3,pump3sensor,9.485006332397461,1
1800,1582126933.716646,10.7.0.4,chlorinatorsensor,8.111953735351562,1
1801,1582126933.901996,10.6.0.2,pump2sensor,10.001897811889648,1
1802,1582126933.90899,10.7.0.4,chlorinepumpsensor,9.207010269165039,1
1803,1582126934.097991,10.7.0.4,chlorinevalvesensor,8.193016052246094,1
1804,1582126934.311944,10.6.0.1,valve1sensor,10.835886001586914,1
1805,1582126934.31797,10.6.0.1,reservoirsensor,8.615970611572266,1
1806,1582126934.480851,10.7.0.3,valve3sensor,8.608102798461914,1
1807,1582126934.49069,10.7.0.4,chlorinetanksensor,8.169174194335938,1
1808,1582126934.495115,10.7.0.3,municipaltanksensor,10.327816009521484,1
1809,1582126934.499633,10.6.0.2,valve2sensor,8.744955062866211,1
1810,1582126934.711033,10.6.0.1,pump1sensor,9.948968887329102,1
1811,1582126934.722447,10.7.0.3,pump3sensor,7.863044738769531,1
1812,1582126934.725703,10.7.0.4,chlorinatorsensor,8.368968963623047,1
1813,1582126934.912642,10.6.0.2,pump2sensor,8.998870849609375,1
1814,1582126934.918946,10.7.0.4,chlorinepumpsensor,8.685827255249023,1
1815,1582126935.108695,10.7.0.4,chlorinevalvesensor,9.703874588012695,1
1816,1582126935.323365,10.6.0.1,valve1sensor,9.776115417480469,1
1817,1582126935.328263,10.6.0.1,reservoirsensor,9.02104377746582,1
1818,1582126935.490243,10.7.0.3,valve3sensor,8.11004638671875,1
1819,1582126935.499903,10.7.0.4,chlorinetanksensor,7.964134216308594,1
1820,1582126935.505048,10.7.0.3,municipaltanksensor,8.36181640625,1
1821,1582126935.508146,10.6.0.2,valve2sensor,7.33494758605957,1
1822,1582126935.722981,10.6.0.1,pump1sensor,10.355949401855469,1
1823,1582126935.734054,10.7.0.3,pump3sensor,10.350942611694336,1
1824,1582126935.738374,10.7.0.4,chlorinatorsensor,11.485815048217773,1
1825,1582126935.925264,10.6.0.2,pump2sensor,10.972976684570312,1
1826,1582126935.931207,10.7.0.4,chlorinepumpsensor,10.679006576538086,1
1827,1582126936.11907,10.7.0.4,chlorinevalvesensor,8.732795715332031,1
1828,1582126936.501788,10.7.0.3,valve3sensor,9.904146194458008,1
1829,1582126936.511019,10.7.0.4,chlorinetanksensor,9.646892547607422,1
1830,1582126936.514274,10.7.0.3,municipaltanksensor,7.980108261108398,1
1831,1582126936.516969,10.6.0.2,valve2sensor,7.64918327331543,1
1832,1582126936.538635,10.6.0.1,valve1sensor,213.66095542907715,1
1833,1582126936.546526,10.6.0.1,reservoirsensor,216.7818546295166,1
1834,1582126936.73177,10.6.0.1,pump1sensor,7.231950759887695,1
1835,1582126936.741113,10.7.0.3,pump3sensor,5.878925323486328,1
1836,1582126936.745678,10.7.0.4,chlorinatorsensor,6.166934967041016,1
1837,1582126936.935275,10.6.0.2,pump2sensor,8.903026580810547,1
1838,1582126936.939206,10.7.0.4,chlorinepumpsensor,6.815195083618164,1
1839,1582126937.12789,10.7.0.4,chlorinevalvesensor,7.257938385009766,1
1840,1582126937.511091,10.7.0.3,valve3sensor,7.6808929443359375,1
1841,1582126937.520783,10.7.0.4,chlorinetanksensor,8.533000946044922,1
1842,1582126937.525707,10.7.0.3,municipaltanksensor,9.622812271118164,1
1843,1582126937.526579,10.6.0.2,valve2sensor,9.241104125976562,1
1844,1582126937.546742,10.6.0.1,valve1sensor,6.890058517456055,1
1845,1582126937.554702,10.6.0.1,reservoirsensor,6.976842880249023,1
1846,1582126937.743949,10.6.0.1,pump1sensor,10.58816909790039,1
1847,1582126937.753826,10.7.0.3,pump3sensor,11.471033096313477,1
1848,1582126937.755439,10.7.0.4,chlorinatorsensor,8.201837539672852,1
1849,1582126937.944786,10.6.0.2,pump2sensor,7.884979248046875,1
1850,1582126937.95086,10.7.0.4,chlorinepumpsensor,10.206937789916992,1
1851,1582126938.138014,10.7.0.4,chlorinevalvesensor,8.48388671875,1
1852,1582126938.522417,10.7.0.3,valve3sensor,9.690046310424805,1
1853,1582126938.532082,10.7.0.4,chlorinetanksensor,10.720968246459961,1
1854,1582126938.53899,10.6.0.2,valve2sensor,11.172056198120117,1
1855,1582126938.539762,10.7.0.3,municipaltanksensor,12.646913528442383,1
1856,1582126938.554038,10.6.0.1,valve1sensor,6.127119064331055,1
1857,1582126938.562222,10.6.0.1,reservoirsensor,6.350040435791016,1
1858,1582126938.755957,10.6.0.1,pump1sensor,10.386943817138672,1
1859,1582126938.764197,10.7.0.3,pump3sensor,9.134054183959961,1
1860,1582126938.767825,10.7.0.4,chlorinatorsensor,11.233091354370117,1
1861,1582126938.957836,10.6.0.2,pump2sensor,11.416912078857422,1
1862,1582126938.963391,10.7.0.4,chlorinepumpsensor,10.905027389526367,1
1863,1582126939.149703,10.7.0.4,chlorinevalvesensor,10.042905807495117,1
1864,1582126939.532285,10.7.0.3,valve3sensor,8.246898651123047,1
1865,1582126939.543305,10.7.0.4,chlorinetanksensor,8.686065673828125,1
1866,1582126939.547241,10.6.0.2,valve2sensor,8.025169372558594,1
1867,1582126939.551336,10.7.0.3,municipaltanksensor,9.981870651245117,1
1868,1582126939.561007,10.6.0.1,valve1sensor,6.403923034667969,1
1869,1582126939.571096,10.6.0.1,reservoirsensor,7.718086242675781,1
1870,1582126939.766097,10.6.0.1,pump1sensor,8.841991424560547,1
1871,1582126939.77453,10.7.0.3,pump3sensor,9.121894836425781,1
1872,1582126939.778528,10.7.0.4,chlorinatorsensor,9.475946426391602,1
1873,1582126939.969859,10.6.0.2,pump2sensor,10.384082794189453,1
1874,1582126939.976279,10.7.0.4,chlorinepumpsensor,11.044025421142578,1
1875,1582126940.160111,10.7.0.4,chlorinevalvesensor,9.308099746704102,1
1876,1582126940.542798,10.7.0.3,valve3sensor,8.888006210327148,1
1877,1582126940.553028,10.7.0.4,chlorinetanksensor,8.152008056640625,1
1878,1582126940.557967,10.6.0.2,valve2sensor,9.53984260559082,1
1879,1582126940.561092,10.7.0.3,municipaltanksensor,8.471012115478516,1
1880,1582126940.567888,10.6.0.1,valve1sensor,6.573915481567383,1
1881,1582126940.579153,10.6.0.1,reservoirsensor,6.846904754638672,1
1882,1582126940.776782,10.6.0.1,pump1sensor,9.068965911865234,1
1883,1582126940.785015,10.7.0.3,pump3sensor,8.90803337097168,1
1884,1582126940.78892,10.7.0.4,chlorinatorsensor,9.163141250610352,1
1885,1582126940.98218,10.6.0.2,pump2sensor,10.693073272705078,1
1886,1582126940.988499,10.7.0.4,chlorinepumpsensor,10.61391830444336,1
1887,1582126941.171025,10.7.0.4,chlorinevalvesensor,9.28187370300293,1
1888,1582126941.552465,10.7.0.3,valve3sensor,8.005142211914062,1
1889,1582126941.561244,10.7.0.4,chlorinetanksensor,7.889032363891602,1
1890,1582126941.567065,10.6.0.2,valve2sensor,7.773876190185547,1
1891,1582126941.568404,10.7.0.3,municipaltanksensor,6.973981857299805,1
1892,1582126941.575979,10.6.0.1,valve1sensor,6.882905960083008,1
1893,1582126941.587693,10.6.0.1,reservoirsensor,6.985902786254883,1
1894,1582126941.786907,10.6.0.1,pump1sensor,8.494138717651367,1
1895,1582126941.795545,10.7.0.3,pump3sensor,9.000062942504883,1
1896,1582126941.797737,10.7.0.4,chlorinatorsensor,8.404970169067383,1
1897,1582126941.991942,10.6.0.2,pump2sensor,8.126974105834961,1
1898,1582126942.001673,10.7.0.4,chlorinepumpsensor,11.851787567138672,1
1899,1582126942.180426,10.7.0.4,chlorinevalvesensor,7.760047912597656,1
1900,1582126942.562921,10.7.0.3,valve3sensor,8.810043334960938,1
1901,1582126942.571116,10.7.0.4,chlorinetanksensor,8.634090423583984,1
1902,1582126942.57546,10.6.0.2,valve2sensor,7.203817367553711,1
1903,1582126942.580742,10.7.0.3,municipaltanksensor,10.071992874145508,1
1904,1582126942.587024,10.6.0.1,valve1sensor,9.66787338256836,1
1905,1582126942.598283,10.6.0.1,reservoirsensor,9.363889694213867,1
1906,1582126942.796392,10.6.0.1,pump1sensor,7.854223251342773,1
1907,1582126942.809743,10.7.0.3,pump3sensor,12.961149215698242,1
1908,1582126942.811079,10.7.0.4,chlorinatorsensor,12.189865112304688,1
1909,1582126943.001026,10.6.0.2,pump2sensor,7.4520111083984375,1
1910,1582126943.013891,10.7.0.4,chlorinepumpsensor,11.057853698730469,1
1911,1582126943.193832,10.7.0.4,chlorinevalvesensor,11.760950088500977,1
1912,1582126943.57354,10.7.0.3,valve3sensor,8.96310806274414,1
1913,1582126943.583738,10.7.0.4,chlorinetanksensor,11.008024215698242,1
1914,1582126943.584885,10.6.0.2,valve2sensor,8.14509391784668,1
1915,1582126943.591829,10.7.0.3,municipaltanksensor,10.011911392211914,1
1916,1582126943.596129,10.6.0.1,valve1sensor,7.599115371704102,1
1917,1582126943.60703,10.6.0.1,reservoirsensor,7.565021514892578,1
1918,1582126943.807398,10.6.0.1,pump1sensor,9.778022766113281,1
1919,1582126943.820813,10.7.0.3,pump3sensor,9.843111038208008,1
1920,1582126943.822351,10.7.0.4,chlorinatorsensor,10.040044784545898,1
1921,1582126944.011325,10.6.0.2,pump2sensor,9.050130844116211,1
1922,1582126944.023059,10.7.0.4,chlorinepumpsensor,7.732152938842773,1
1923,1582126944.204761,10.7.0.4,chlorinevalvesensor,9.672880172729492,1
1924,1582126944.58647,10.7.0.3,valve3sensor,11.304140090942383,1
1925,1582126944.594851,10.7.0.4,chlorinetanksensor,9.743213653564453,1
1926,1582126944.595729,10.6.0.2,valve2sensor,9.870052337646484,1
1927,1582126944.603341,10.7.0.3,municipaltanksensor,9.35506820678711,1
1928,1582126944.606667,10.6.0.1,valve1sensor,9.34600830078125,1
1929,1582126944.615245,10.6.0.1,reservoirsensor,7.027149200439453,1
1930,1582126944.817882,10.6.0.1,pump1sensor,8.868932723999023,1
1931,1582126944.830149,10.7.0.3,pump3sensor,8.805990219116211,1
1932,1582126944.832912,10.7.0.4,chlorinatorsensor,9.389162063598633,1
1933,1582126945.019908,10.6.0.2,pump2sensor,7.35783576965332,1
1934,1582126945.032726,10.7.0.4,chlorinepumpsensor,7.944822311401367,1
1935,1582126945.213093,10.7.0.4,chlorinevalvesensor,7.68589973449707,1
1936,1582126945.598705,10.7.0.3,valve3sensor,10.90097427368164,1
1937,1582126945.605099,10.7.0.4,chlorinetanksensor,9.020090103149414,1
1938,1582126945.605574,10.6.0.2,valve2sensor,9.266138076782227,1
1939,1582126945.615822,10.6.0.1,valve1sensor,7.936000823974609,1
1940,1582126945.616537,10.7.0.3,municipaltanksensor,11.852025985717773,1
1941,1582126945.623266,10.6.0.1,reservoirsensor,6.155967712402344,1
1942,1582126945.827129,10.6.0.1,pump1sensor,8.049964904785156,1
1943,1582126945.838963,10.7.0.3,pump3sensor,7.613897323608398,1
1944,1582126945.842042,10.7.0.4,chlorinatorsensor,8.688211441040039,1
1945,1582126946.02902,10.6.0.2,pump2sensor,7.905006408691406,1
1946,1582126946.041271,10.7.0.4,chlorinepumpsensor,7.938146591186523,1
1947,1582126946.222501,10.7.0.4,chlorinevalvesensor,9.058952331542969,1
1948,1582126946.611114,10.7.0.3,valve3sensor,10.767936706542969,1
1949,1582126946.621735,10.7.0.4,chlorinetanksensor,15.108108520507812,1
1950,1582126946.622716,10.6.0.2,valve2sensor,15.464067459106445,1
1951,1582126946.627738,10.6.0.1,valve1sensor,11.070966720581055,1
1952,1582126946.628542,10.7.0.3,municipaltanksensor,11.184930801391602,1
1953,1582126946.634481,10.6.0.1,reservoirsensor,10.05101203918457,1
1954,1582126946.835487,10.6.0.1,pump1sensor,6.725072860717773,1
1955,1582126946.84762,10.7.0.3,pump3sensor,7.429838180541992,1
1956,1582126946.850245,10.7.0.4,chlorinatorsensor,7.035970687866211,1
1957,1582126947.037833,10.6.0.2,pump2sensor,8.520841598510742,1
1958,1582126947.233757,10.7.0.4,chlorinevalvesensor,9.63282585144043,1
1959,1582126947.254936,10.7.0.4,chlorinepumpsensor,212.45193481445312,1
1960,1582126947.621969,10.7.0.3,valve3sensor,9.62519645690918,1
1961,1582126947.631893,10.7.0.4,chlorinetanksensor,8.973121643066406,1
1962,1582126947.633135,10.6.0.2,valve2sensor,8.76307487487793,1
1963,1582126947.640858,10.7.0.3,municipaltanksensor,10.958194732666016,1
1964,1582126947.641894,10.6.0.1,valve1sensor,10.863065719604492,1
1965,1582126947.643856,10.6.0.1,reservoirsensor,8.196115493774414,1
1966,1582126947.846252,10.6.0.1,pump1sensor,9.139060974121094,1
1967,1582126947.860821,10.7.0.4,chlorinatorsensor,9.395837783813477,1
1968,1582126948.046734,10.6.0.2,pump2sensor,7.7419281005859375,1
1969,1582126948.066843,10.7.0.3,pump3sensor,218.03689002990723,1
1970,1582126948.244002,10.7.0.4,chlorinevalvesensor,8.605003356933594,1
1971,1582126948.264078,10.7.0.4,chlorinepumpsensor,7.941007614135742,1
1972,1582126948.632766,10.7.0.3,valve3sensor,9.55510139465332,1
1973,1582126948.642431,10.6.0.2,valve2sensor,8.03995132446289,1
1974,1582126948.643686,10.7.0.4,chlorinetanksensor,9.971857070922852,1
1975,1582126948.650685,10.7.0.3,municipaltanksensor,9.329080581665039,1
1976,1582126948.651997,10.6.0.1,reservoirsensor,6.989002227783203,1
1977,1582126948.652318,10.6.0.1,valve1sensor,9.695053100585938,1
1978,1582126948.858203,10.6.0.1,pump1sensor,10.332107543945312,1
1979,1582126948.868364,10.7.0.4,chlorinatorsensor,7.004022598266602,1
1980,1582126949.056437,10.6.0.2,pump2sensor,8.49294662475586,1
1981,1582126949.077066,10.7.0.3,pump3sensor,9.026050567626953,1
1982,1582126949.254221,10.7.0.4,chlorinevalvesensor,8.574962615966797,1
1983,1582126949.272359,10.7.0.4,chlorinepumpsensor,7.040977478027344,1
1984,1582126949.644344,10.7.0.3,valve3sensor,10.505914688110352,1
1985,1582126949.652559,10.6.0.2,valve2sensor,8.916854858398438,1
1986,1582126949.654843,10.7.0.4,chlorinetanksensor,9.981155395507812,1
1987,1582126949.661366,10.7.0.3,municipaltanksensor,9.213924407958984,1
1988,1582126949.661752,10.6.0.1,valve1sensor,8.221149444580078,1
1989,1582126949.662868,10.6.0.1,reservoirsensor,9.532928466796875,1
1990,1582126949.868822,10.6.0.1,pump1sensor,8.987903594970703,1
1991,1582126949.876664,10.7.0.4,chlorinatorsensor,7.177114486694336,1
1992,1582126950.066264,10.6.0.2,pump2sensor,8.510112762451172,1
1993,1582126950.085123,10.7.0.3,pump3sensor,7.440090179443359,1
1994,1582126950.264414,10.7.0.4,chlorinevalvesensor,8.575916290283203,1
1995,1582126950.279937,10.7.0.4,chlorinepumpsensor,6.283044815063477,1
1996,1582126950.655733,10.7.0.3,valve3sensor,9.970903396606445,1
1997,1582126950.664301,10.6.0.2,valve2sensor,10.921955108642578,1
1998,1582126950.665452,10.7.0.4,chlorinetanksensor,9.396076202392578,1
1999,1582126950.672243,10.6.0.1,valve1sensor,8.892059326171875,1
2000,1582126950.672638,10.7.0.3,municipaltanksensor,10.083198547363281,1
2001,1582126950.674648,10.6.0.1,reservoirsensor,8.928060531616211,1
2002,1582126950.878493,10.6.0.1,pump1sensor,8.708953857421875,1
2003,1582126950.885709,10.7.0.4,chlorinatorsensor,7.833957672119141,1
2004,1582126951.07629,10.6.0.2,pump2sensor,8.785009384155273,1
2005,1582126951.094539,10.7.0.3,pump3sensor,8.199930191040039,1
2006,1582126951.274971,10.7.0.4,chlorinevalvesensor,9.203195571899414,1
2007,1582126951.289042,10.7.0.4,chlorinepumpsensor,7.923126220703125,1
2008,1582126951.669209,10.7.0.3,valve3sensor,11.83319091796875,1
2009,1582126951.676368,10.6.0.2,valve2sensor,10.793924331665039,1
2010,1582126951.680407,10.7.0.4,chlorinetanksensor,14.182090759277344,1
2011,1582126951.686313,10.7.0.3,municipaltanksensor,12.926101684570312,1
2012,1582126951.686689,10.6.0.1,valve1sensor,13.074159622192383,1
2013,1582126951.687013,10.6.0.1,reservoirsensor,11.191129684448242,1
2014,1582126951.888609,10.6.0.1,pump1sensor,8.505821228027344,1
2015,1582126951.896957,10.7.0.4,chlorinatorsensor,10.070085525512695,1
2016,1582126952.087843,10.6.0.2,pump2sensor,10.05101203918457,1
2017,1582126952.10408,10.7.0.3,pump3sensor,7.588863372802734,1
2018,1582126952.285812,10.7.0.4,chlorinevalvesensor,9.51695442199707,1
2019,1582126952.296812,10.7.0.4,chlorinepumpsensor,7.436990737915039,1
2020,1582126952.680654,10.7.0.3,valve3sensor,10.127067565917969,1
2021,1582126952.688936,10.6.0.2,valve2sensor,10.912179946899414,1
2022,1582126952.690182,10.7.0.4,chlorinetanksensor,8.82101058959961,1
2023,1582126952.696239,10.6.0.1,valve1sensor,8.289813995361328,1
2024,1582126952.696959,10.6.0.1,reservoirsensor,8.638858795166016,1
2025,1582126952.697938,10.7.0.3,municipaltanksensor,10.42485237121582,1
2026,1582126952.898844,10.6.0.1,pump1sensor,8.608818054199219,1
2027,1582126952.906698,10.7.0.4,chlorinatorsensor,9.352922439575195,1
2028,1582126953.098117,10.6.0.2,pump2sensor,8.611917495727539,1
2029,1582126953.114577,10.7.0.3,pump3sensor,9.636878967285156,1
2030,1582126953.296317,10.7.0.4,chlorinevalvesensor,9.234905242919922,1
2031,1582126953.305074,10.7.0.4,chlorinepumpsensor,7.678985595703125,1
2032,1582126953.691849,10.7.0.3,valve3sensor,9.569168090820312,1
2033,1582126953.698597,10.6.0.2,valve2sensor,9.207010269165039,1
2034,1582126953.702506,10.7.0.4,chlorinetanksensor,11.14797592163086,1
2035,1582126953.705513,10.6.0.1,valve1sensor,8.188009262084961,1
2036,1582126953.706644,10.6.0.1,reservoirsensor,8.439064025878906,1
2037,1582126953.707092,10.7.0.3,municipaltanksensor,7.936000823974609,1
2038,1582126953.909446,10.6.0.1,pump1sensor,8.983850479125977,1
2039,1582126953.917266,10.7.0.4,chlorinatorsensor,9.392976760864258,1
2040,1582126954.109618,10.6.0.2,pump2sensor,10.255098342895508,1
2041,1582126954.125338,10.7.0.3,pump3sensor,9.48786735534668,1
2042,1582126954.314271,10.7.0.4,chlorinepumpsensor,7.972002029418945,1
2043,1582126954.511027,10.7.0.4,chlorinevalvesensor,213.44590187072754,1
2044,1582126954.705078,10.7.0.3,valve3sensor,11.583089828491211,1
2045,1582126954.713925,10.6.0.2,valve2sensor,13.746976852416992,1
2046,1582126954.716431,10.7.0.4,chlorinetanksensor,13.24605941772461,1
2047,1582126954.720327,10.7.0.3,municipaltanksensor,11.994123458862305,1
2048,1582126954.721406,10.6.0.1,valve1sensor,14.161825180053711,1
2049,1582126954.722763,10.6.0.1,reservoirsensor,14.689922332763672,1
2050,1582126954.922518,10.6.0.1,pump1sensor,11.811971664428711,1
2051,1582126954.930502,10.7.0.4,chlorinatorsensor,12.07113265991211,1
2052,1582126955.12347,10.6.0.2,pump2sensor,12.201070785522461,1
2053,1582126955.135782,10.7.0.3,pump3sensor,9.217977523803711,1
2054,1582126955.326117,10.7.0.4,chlorinepumpsensor,10.246038436889648,1
2055,1582126955.523764,10.7.0.4,chlorinevalvesensor,11.101961135864258,1
2056,1582126955.717141,10.7.0.3,valve3sensor,10.814905166625977,1
2057,1582126955.728996,10.6.0.2,valve2sensor,13.356924057006836,1
2058,1582126955.72938,10.7.0.4,chlorinetanksensor,11.742115020751953,1
2059,1582126955.734476,10.6.0.1,reservoirsensor,10.544061660766602,1
2060,1582126955.735068,10.6.0.1,valve1sensor,12.480974197387695,1
2061,1582126955.735416,10.7.0.3,municipaltanksensor,14.09912109375,1
2062,1582126955.934316,10.6.0.1,pump1sensor,10.154962539672852,1
2063,1582126955.940808,10.7.0.4,chlorinatorsensor,9.140968322753906,1
2064,1582126956.134412,10.6.0.2,pump2sensor,9.322881698608398,1
2065,1582126956.147871,10.7.0.3,pump3sensor,10.782003402709961,1
2066,1582126956.339891,10.7.0.4,chlorinepumpsensor,11.788129806518555,1
2067,1582126956.728713,10.7.0.3,valve3sensor,9.87100601196289,1
2068,1582126956.742473,10.6.0.2,valve2sensor,12.207984924316406,1
2069,1582126956.742965,10.7.0.4,chlorinevalvesensor,217.96798706054688,1
2070,1582126956.743319,10.7.0.4,chlorinetanksensor,12.703895568847656,1
2071,1582126956.748804,10.6.0.1,valve1sensor,12.26806640625,1
2072,1582126956.749096,10.6.0.1,reservoirsensor,12.320995330810547,1
2073,1582126956.750038,10.7.0.3,municipaltanksensor,13.058185577392578,1
2074,1582126956.949661,10.7.0.4,chlorinatorsensor,8.231878280639648,1
2075,1582126957.144799,10.6.0.2,pump2sensor,8.749961853027344,1
2076,1582126957.150768,10.6.0.1,pump1sensor,214.79392051696777,1
2077,1582126957.156201,10.7.0.3,pump3sensor,7.1201324462890625,1
2078,1582126957.352335,10.7.0.4,chlorinepumpsensor,10.829925537109375,1
2079,1582126957.741807,10.7.0.3,valve3sensor,11.451005935668945,1
2080,1582126957.754716,10.6.0.2,valve2sensor,10.71310043334961,1
